Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  04:14:00,20.8,29.218643440473134 
 05/15  04:15:00,20.8,29.20538643329031 
 05/15  04:16:00,20.8,29.192124547206824 
 05/15  04:17:00,20.8,29.17886200970516 
 05/15  04:18:00,20.8,29.165589593327155 
 05/15  04:19:00,20.8,29.15231263093756 
 05/15  04:20:00,20.8,29.13903535290133 
 05/15  04:21:00,20.8,29.125748523531612 
 05/15  04:22:00,20.8,29.11245748081057 
 05/15  04:23:00,20.8,29.099166459848917 
 05/15  04:24:00,20.8,29.08586621818576 
 05/15  04:25:00,20.7,29.072562100521736 
 05/15  04:26:00,20.7,29.059258348167013 
 05/15  04:27:00,20.7,29.045945713168898 
 05/15  04:28:00,20.7,29.032629547640322 
 05/15  04:29:00,20.7,29.019304003996233 
 05/15  04:30:00,20.7,29.005976172645937 
 05/15  04:31:00,20.7,28.992650619903856 
 05/15  04:32:00,20.7,28.979317878250477 
 05/15  04:33:00,20.7,28.965982971786296 
 05/15  04:34:00,20.7,28.952649908280023 
 05/15  04:35:00,20.7,28.9393093008131 
 05/15  04:36:00,20.7,28.925966408073574 
 05/15  04:37:00,20.6,28.91261531594899 
 05/15  04:38:00,20.6,28.899263065074216 
 05/15  04:39:00,20.6,28.885914183884985 
 05/15  04:40:00,20.6,28.87255917130439 
 05/15  04:41:00,20.6,28.859203033182627 
 05/15  04:42:00,20.6,28.845839679143044 
 05/15  04:43:00,20.6,28.83247603690685 
 05/15  04:44:00,20.6,28.819116568955916 
 05/15  04:45:00,20.6,28.805751737001504 
 05/15  04:46:00,20.6,28.79238651299577 
 05/15  04:47:00,20.6,28.779014782319393 
 05/15  04:48:00,20.6,28.765643451331957 
 05/15  04:49:00,20.6,28.752276967405173 
 05/15  04:50:00,20.6,28.738905783170875 
 05/15  04:51:00,20.5,28.72553486410768 
 05/15  04:52:00,20.5,28.712158091566188 
 05/15  04:53:00,20.5,28.69878236959807 
 05/15  04:54:00,20.5,28.685412144410165 
 05/15  04:55:00,20.5,28.67203786755392 
 05/15  04:56:00,20.5,28.65866450413903 
 05/15  04:57:00,20.5,28.64528593503488 
 05/15  04:58:00,20.5,28.631909064393156 
 05/15  04:59:00,20.5,28.61853833908138 
 05/15  05:00:00,20.5,28.605164212112065 
 05/15  05:01:00,20.5,28.5917916503609 
 05/15  05:02:00,20.5,28.578414538125372 
 05/15  05:03:00,20.5,28.565039782666183 
 05/15  05:04:00,20.6,28.551671834820304 
 05/15  05:05:00,20.6,28.538301153777688 
 05/15  05:06:00,20.6,28.524932709670498 
 05/15  05:07:00,20.6,28.51156039208238 
 05/15  05:08:00,20.6,28.4981911092827 
 05/15  05:09:00,20.6,28.484829312718748 
 05/15  05:10:00,20.7,28.47146546570183 
 05/15  05:11:00,20.7,28.458104535924207 
 05/15  05:12:00,20.7,28.444740414771246 
 05/15  05:13:00,20.7,28.431380005979932 
 05/15  05:14:00,20.7,28.418027758010886 
 05/15  05:15:00,20.8,28.404674139925287 
 05/15  05:16:00,20.8,28.39132411817163 
 05/15  05:17:00,20.8,28.377971593027805 
 05/15  05:18:00,20.8,28.364623471550363 
 05/15  05:19:00,20.8,28.351284211611272 
 05/15  05:20:00,20.9,28.33794430772129 
 05/15  05:21:00,20.9,28.32460874514412 
 05/15  05:22:00,20.9,28.311281519674385 
 05/15  05:23:00,20.9,28.29795328083977 
 05/15  05:24:00,20.9,28.284629314215337 
 05/15  05:25:00,20.9,28.271303777913012 
 05/15  05:26:00,21.0,28.257983773698076 
 05/15  05:27:00,21.0,28.244673917068702 
 05/15  05:28:00,21.0,28.231364851653186 
 05/15  05:29:00,21.0,28.218061701117023 
 05/15  05:30:00,21.1,28.20476860131891 
 05/15  05:31:00,21.1,28.191476357472187 
 05/15  05:32:00,21.1,28.178190392899527 
 05/15  05:33:00,21.1,28.16491507958391 
 05/15  05:34:00,21.1,28.151641377637443 
 05/15  05:35:00,21.2,28.138374827416943 
 05/15  05:36:00,21.2,28.125119897711382 
 05/15  05:37:00,21.2,28.11186763666023 
 05/15  05:38:00,21.2,28.098623661535846 
 05/15  05:39:00,21.2,28.085392511602095 
 05/15  05:40:00,21.3,28.072165307258636 
 05/15  05:41:00,21.3,28.058947720836596 
 05/15  05:42:00,21.3,28.045744342171908 
 05/15  05:43:00,21.3,28.032546351868266 
 05/15  05:44:00,21.3,28.019359460688122 
 05/15  05:45:00,21.4,28.006188294407824 
 05/15  05:46:00,21.4,27.993024085943297 
 05/15  05:47:00,21.4,27.979872571721163 
 05/15  05:48:00,21.4,27.96673840186689 
 05/15  05:49:00,21.5,27.953612855822744 
 05/15  05:50:00,21.5,27.940501684697043 
 05/15  05:51:00,21.5,27.927409552729266 
 05/15  05:52:00,21.5,27.914337817209216 
 05/15  05:53:00,21.6,27.90127600945996 
 05/15  05:54:00,21.6,27.888229571837183 
 05/15  05:55:00,21.6,27.875203435613713 
 05/15  05:56:00,21.6,27.86219929184234 
 05/15  05:57:00,21.6,27.849206925049508 
 05/15  05:58:00,21.7,27.836231928051298 
 05/15  05:59:00,21.7,27.823279330483413 
 05/15  06:00:00,21.7,27.810350896893787 
 05/15  06:01:00,21.8,27.7974465393035 
 05/15  06:02:00,21.9,27.784555663306065 
 05/15  06:03:00,22.0,27.771684081848775 
 05/15  06:04:00,22.1,27.758837135936037 
 05/15  06:05:00,22.1,27.74601682241604 
 05/15  06:06:00,22.2,27.733223199525522 
 05/15  06:07:00,22.3,27.72045583218246 
 05/15  06:08:00,22.4,27.707714431620886 
 05/15  06:09:00,22.5,27.694988915727855 
 05/15  06:10:00,22.6,27.68228560672992 
