Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  03:49:00,21.1,27.981099292505842 
 05/15  03:50:00,21.1,27.963962703431115 
 05/15  03:51:00,21.1,27.94682965688181 
 05/15  03:52:00,21.1,27.929700350788995 
 05/15  03:53:00,21.1,27.91257498735874 
 05/15  03:54:00,21.1,27.89545377213891 
 05/15  03:55:00,21.0,27.878336912585635 
 05/15  03:56:00,21.0,27.86122461619565 
 05/15  03:57:00,21.0,27.844117088641944 
 05/15  03:58:00,21.0,27.827014532458684 
 05/15  03:59:00,21.0,27.809917146619497 
 05/15  04:00:00,21.0,27.79282512690977 
 05/15  04:01:00,21.0,27.775738666567896 
 05/15  04:02:00,21.0,27.758657956565077 
 05/15  04:03:00,21.0,27.741583185172914 
 05/15  04:04:00,20.9,27.724514536926286 
 05/15  04:05:00,20.9,27.707452191451743 
 05/15  04:06:00,20.9,27.690396322751024 
 05/15  04:07:00,20.9,27.67334709940133 
 05/15  04:08:00,20.9,27.65630468580005 
 05/15  04:09:00,20.9,27.639269244118427 
 05/15  04:10:00,20.9,27.622240936255935 
 05/15  04:11:00,20.9,27.60521992506218 
 05/15  04:12:00,20.9,27.588206374449058 
 05/15  04:13:00,20.9,27.571200448529254 
 05/15  04:14:00,20.8,27.554202310313034 
 05/15  04:15:00,20.8,27.537212120629356 
 05/15  04:16:00,20.8,27.5202300378267 
 05/15  04:17:00,20.8,27.503256218546237 
 05/15  04:18:00,20.8,27.48629081949797 
 05/15  04:19:00,20.8,27.469333999750752 
 05/15  04:20:00,20.8,27.452385922745318 
 05/15  04:21:00,20.8,27.435446757281895 
 05/15  04:22:00,20.8,27.41851667713837 
 05/15  04:23:00,20.8,27.401595859515595 
 05/15  04:24:00,20.8,27.384684482911997 
 05/15  04:25:00,20.7,27.367782725161153 
 05/15  04:26:00,20.7,27.350890762247122 
 05/15  04:27:00,20.7,27.334008768254243 
 05/15  04:28:00,20.7,27.317136916512123 
 05/15  04:29:00,20.7,27.30027538167813 
 05/15  04:30:00,20.7,27.283424342153747 
 05/15  04:31:00,20.7,27.26658398200121 
 05/15  04:32:00,20.7,27.249754491622753 
 05/15  04:33:00,20.7,27.23293606690085 
 05/15  04:34:00,20.7,27.216128907052227 
 05/15  04:35:00,20.7,27.199333211854544 
 05/15  04:36:00,20.7,27.182549179029873 
 05/15  04:37:00,20.6,27.165777002439828 
 05/15  04:38:00,20.6,27.14901687147965 
 05/15  04:39:00,20.6,27.132278997225082 
 05/15  04:40:00,20.6,27.11555708811986 
 05/15  04:41:00,20.6,27.098845861877326 
 05/15  04:42:00,20.6,27.082143768475017 
 05/15  04:43:00,20.6,27.06545136380859 
 05/15  04:44:00,20.6,27.048769748874253 
 05/15  04:45:00,20.6,27.03209989530377 
 05/15  04:46:00,20.6,27.015442527423343 
 05/15  04:47:00,20.6,26.99880820770475 
 05/15  04:48:00,20.6,26.9821909005297 
 05/15  04:49:00,20.6,26.965585512007454 
 05/15  04:50:00,20.6,26.94899062713853 
 05/15  04:51:00,20.5,26.932406891869835 
 05/15  04:52:00,20.5,26.915835460115662 
 05/15  04:53:00,20.5,26.89928734010748 
 05/15  04:54:00,20.5,26.882756797934363 
 05/15  04:55:00,20.5,26.86623891730208 
 05/15  04:56:00,20.5,26.849732398897856 
 05/15  04:57:00,20.5,26.833237982735454 
 05/15  04:58:00,20.5,26.816766913391014 
 05/15  04:59:00,20.5,26.800313810557743 
 05/15  05:00:00,20.5,26.783874024826723 
 05/15  05:01:00,20.5,26.76744642241528 
 05/15  05:02:00,20.5,26.75104184629523 
 05/15  05:03:00,20.5,26.734655127329443 
 05/15  05:04:00,20.6,26.71828190855351 
 05/15  05:05:00,20.6,26.70192125655555 
 05/15  05:06:00,20.6,26.685584104628344 
 05/15  05:07:00,20.6,26.669265349518874 
 05/15  05:08:00,20.6,26.6529606764295 
 05/15  05:09:00,20.6,26.63667918981238 
 05/15  05:10:00,20.7,26.620415402157725 
 05/15  05:11:00,20.7,26.60416524428805 
 05/15  05:12:00,20.7,26.587938173474686 
 05/15  05:13:00,20.7,26.571728997065353 
 05/15  05:14:00,20.7,26.555533874844826 
 05/15  05:15:00,20.8,26.539362446001626 
 05/15  05:16:00,20.8,26.523209714811134 
 05/15  05:17:00,20.8,26.507072038033215 
 05/15  05:18:00,20.8,26.490959227892603 
 05/15  05:19:00,20.8,26.474866498497892 
 05/15  05:20:00,20.9,26.458800421348304 
 05/15  05:21:00,20.9,26.44275457953376 
 05/15  05:22:00,20.9,26.426725361531236 
 05/15  05:23:00,20.9,26.410723175180543 
 05/15  05:24:00,20.9,26.394743913152947 
 05/15  05:25:00,20.9,26.378794689313906 
 05/15  05:26:00,21.0,26.362869569065612 
 05/15  05:27:00,21.0,26.34697533189189 
 05/15  05:28:00,21.0,26.331106335376724 
 05/15  05:29:00,21.0,26.31526974373396 
 05/15  05:30:00,21.1,26.299460219528704 
 05/15  05:31:00,21.1,26.28368512414664 
 05/15  05:32:00,21.1,26.267939272504492 
 05/15  05:33:00,21.1,26.252230118575167 
 05/15  05:34:00,21.1,26.23655257146666 
 05/15  05:35:00,21.2,26.220914129466053 
 05/15  05:36:00,21.2,26.20530976392304 
 05/15  05:37:00,21.2,26.189746984999196 
 05/15  05:38:00,21.2,26.17423077375321 
 05/15  05:39:00,21.2,26.15875233939049 
 05/15  05:40:00,21.3,26.143317560573653 
 05/15  05:41:00,21.3,26.12793131292227 
 05/15  05:42:00,21.3,26.11258523533473 
